stroke_data:
-0.2680, -0.1772, -0.1244
-0.2702, -0.1692, -0.1185
-0.2712, -0.1583, -0.1108
-0.2704, -0.1486, -0.1014
-0.2673, -0.1360, -0.0908
-0.2612, -0.1216, -0.0796
-0.2523, -0.1083, -0.0702
-0.2392, -0.0980, -0.0637
-0.2220, -0.0889, -0.0602
-0.2024, -0.0810, -0.0590
-0.1829, -0.0759, -0.0590
-0.1628, -0.0703, -0.0607
-0.1397, -0.0618, -0.0624
-0.1137, -0.0515, -0.0641
-0.0865, -0.0453, -0.0671
-0.0558, -0.0374, -0.0700
-0.0216, -0.0235, -0.0717
0.0167, -0.0033, -0.0717
0.0580, 0.0252, -0.0699
0.1039, 0.0602, -0.0640
0.1551, 0.1075, -0.0557
0.2134, 0.1606, -0.0451
0.2817, 0.2067, -0.0322
0.3622, 0.2546, -0.0181
0.4575, 0.3048, -0.0034
0.5727, 0.3491, 0.0102
0.7114, 0.3817, 0.0207
0.8747, 0.4061, 0.0284
1.0644, 0.4205, 0.0320
1.2800, 0.4126, 0.0326
1.5202, 0.3824, 0.0308
1.7833, 0.3246, 0.0279
2.0722, 0.2393, 0.0250
2.3923, 0.1404, 0.0251
2.7481, 0.0263, 0.0304
3.1391, -0.0937, 0.0457
3.5659, -0.2154, 0.0774
4.0327, -0.3466, 0.1296
4.5435, -0.4683, 0.2048
5.1070, -0.5871, 0.3052
5.7316, -0.7171, 0.4320
6.4273, -0.8594, 0.5858
7.2015, -1.0064, 0.7695
8.0562, -1.1616, 0.9843
8.9725, -1.3420, 1.2302
9.9269, -1.5553, 1.5032
10.9031, -1.8203, 1.8019
11.8845, -2.1286, 2.1259
12.8560, -2.4352, 2.4775
13.8163, -2.7031, 2.8631
14.7701, -2.9229, 3.2898
15.7252, -3.0834, 3.7658
16.6767, -3.2092, 4.2993
17.6182, -3.3122, 4.8955
18.5433, -3.3846, 5.5558
19.4402, -3.4119, 6.2748
20.3007, -3.4051, 7.0448
21.1202, -3.3813, 7.8576
21.9003, -3.3587, 8.7034
22.6417, -3.3789, 9.5731
23.3426, -3.4531, 10.4605
24.0007, -3.5719, 11.3614
24.6042, -3.7207, 12.2740
25.1431, -3.8829, 13.1972
25.6110, -4.0240, 14.1286
25.9997, -4.1041, 15.0618
26.3068, -4.1302, 15.9908
26.5347, -4.1205, 16.9117
26.6892, -4.0943, 17.8155
26.7792, -4.0887, 18.6970
26.8117, -4.1277, 19.5527
26.7913, -4.2260, 20.3802
26.7240, -4.3906, 21.1796
26.6138, -4.5886, 21.9537
26.4661, -4.7667, 22.7043
26.2826, -4.9031, 23.4327
26.0627, -5.0044, 24.1393
25.8082, -5.0956, 24.8236
25.5196, -5.1827, 25.4863
25.1952, -5.2487, 26.1272
24.8321, -5.2836, 26.7463
24.4279, -5.2844, 27.3403
23.9809, -5.2536, 27.9072
23.4899, -5.1993, 28.4490
22.9554, -5.1145, 28.9631
22.3763, -4.9862, 29.4508
21.7521, -4.8098, 29.9098
21.0850, -4.5806, 30.3371
20.3744, -4.2974, 30.7297
19.6228, -3.9673, 31.0836
18.8366, -3.5990, 31.3959
18.0222, -3.1966, 31.6635
17.1849, -2.7626, 31.8825
16.3282, -2.2945, 32.0521
15.4540, -1.7842, 32.1677
14.5662, -1.2633, 32.2253
13.6673, -0.7700, 32.2224
12.7590, -0.3213, 32.1555
11.8418, 0.0916, 32.0211
10.9218, 0.4886, 31.8175
10.0029, 0.8716, 31.5470
9.0876, 1.2405, 31.2143
8.1763, 1.5935, 30.8246
7.2727, 1.9283, 30.3839
6.3762, 2.2597, 29.8974
5.4866, 2.5957, 29.3669
4.6088, 2.9458, 28.7947
3.7481, 3.3047, 28.1809
2.9096, 3.6425, 27.5289
2.0940, 3.9573, 26.8446
