stroke_data:
-0.1098, -0.3137, -0.4561
-0.1225, -0.3115, -0.4855
-0.1374, -0.3023, -0.5119
-0.1524, -0.2883, -0.5359
-0.1698, -0.2750, -0.5577
-0.1877, -0.2569, -0.5770
-0.2062, -0.2324, -0.5952
-0.2247, -0.1997, -0.6116
-0.2403, -0.1617, -0.6281
-0.2524, -0.1290, -0.6445
-0.2603, -0.1021, -0.6604
-0.2630, -0.0794, -0.6780
-0.2580, -0.0549, -0.6979
-0.2460, -0.0316, -0.7208
-0.2276, -0.0141, -0.7478
-0.2027, 0.0080, -0.7766
-0.1742, 0.0455, -0.8071
-0.1423, 0.0887, -0.8405
-0.1051, 0.1256, -0.8775
-0.0625, 0.1548, -0.9198
-0.0130, 0.1816, -0.9673
0.0448, 0.2137, -1.0195
0.1126, 0.2547, -1.0747
0.1891, 0.2903, -1.1304
0.2774, 0.3025, -1.1850
0.3774, 0.2789, -1.2343
0.4851, 0.2224, -1.2760
0.5975, 0.1565, -1.3089
0.7145, 0.0742, -1.3259
0.8374, -0.0509, -1.3212
0.9698, -0.1908, -1.2901
1.1156, -0.3224, -1.2261
1.2749, -0.4786, -1.1193
1.4494, -0.6736, -0.9632
1.6381, -0.9003, -0.7560
1.8402, -1.1446, -0.4954
2.0588, -1.3895, -0.1815
2.2985, -1.6185, 0.1859
2.5652, -1.8293, 0.6085
2.8648, -2.0572, 1.0874
3.1961, -2.3238, 1.6261
3.5502, -2.6033, 2.2271
3.9226, -2.8904, 2.8879
4.3084, -3.1781, 3.6045
4.7066, -3.4705, 4.3698
5.1177, -3.7852, 5.1791
5.5416, -4.1258, 6.0289
5.9815, -4.4892, 6.9145
6.4325, -4.8867, 7.8329
6.8852, -5.3035, 8.7772
7.3309, -5.7420, 9.7409
7.7631, -6.2099, 10.7186
8.1818, -6.7007, 11.7028
8.5941, -7.2067, 12.6940
9.0057, -7.6957, 13.6911
9.4186, -8.1484, 14.6906
9.8285, -8.5664, 15.6906
10.2319, -8.9486, 16.6871
10.6231, -9.2950, 17.6701
10.9954, -9.6032, 18.6303
