stroke_data:
0.1894, -0.1980, 0.1893
0.1972, -0.1970, 0.2569
0.2108, -0.1919, 0.3327
0.2315, -0.1797, 0.4167
0.2586, -0.1676, 0.5095
0.2922, -0.1660, 0.6094
0.3311, -0.1650, 0.7157
0.3741, -0.1611, 0.8273
0.4194, -0.1753, 0.9406
0.4654, -0.2043, 1.0540
0.5119, -0.2267, 1.1674
0.5584, -0.2363, 1.2813
0.6037, -0.2512, 1.3952
0.6449, -0.2813, 1.5086
0.6821, -0.3495, 1.6202
0.7133, -0.3919, 1.7324
0.7364, -0.4009, 1.8475
0.7565, -0.4017, 1.9679
0.7730, -0.4089, 2.0959
0.7855, -0.4249, 2.2310
0.7939, -0.4333, 2.3702
0.7946, -0.4206, 2.5152
0.7871, -0.3814, 2.6673
0.7697, -0.2760, 2.8247
0.7410, -0.0749, 2.9850
0.7007, 0.1908, 3.1423
0.6439, 0.5340, 3.2868
0.5631, 0.8930, 3.4084
0.4576, 1.2825, 3.4918
0.3239, 1.6702, 3.5230
0.1650, 2.0198, 3.4926
-0.0132, 2.3371, 3.3970
-0.2003, 2.6386, 3.2363
-0.3838, 2.9196, 3.0116
-0.5562, 3.1876, 2.7265
-0.7110, 3.4556, 2.3838
-0.8447, 3.7137, 1.9842
-0.9584, 3.9565, 1.5301
-1.0516, 4.1910, 1.0249
-1.1242, 4.4350, 0.4698
-1.1798, 4.6790, -0.1335
-1.2225, 4.9194, -0.7848
-1.2558, 5.1587, -1.4837
-1.2844, 5.3833, -2.2272
-1.3107, 5.5656, -3.0141
-1.3381, 5.7028, -3.8415
-1.3679, 5.8159, -4.7041
-1.3983, 5.9160, -5.5972
-1.4239, 5.9963, -6.5150
-1.4420, 6.0589, -7.4528
-1.4501, 6.1215, -8.4075
-1.4476, 6.1964, -9.3764
-1.4333, 6.2690, -10.3581
-1.4056, 6.3264, -11.3493
-1.3626, 6.3690, -12.3445
-1.3044, 6.4158, -13.3416
-1.2273, 6.4520, -14.3380
-1.1345, 6.4718, -15.3309
-1.0257, 6.4975, -16.3185
-0.9029, 6.5319, -17.2997
-0.7678, 6.5752, -18.2732
-0.6233, 6.6137, -19.2338
-0.4700, 6.6165, -20.1763
-0.3114, 6.5881, -21.0952
-0.1463, 6.5480, -21.9849
0.0287, 6.4915, -22.8416
0.2155, 6.4286, -23.6661
0.4187, 6.3902, -24.4571
0.6360, 6.4018, -25.2094
0.8703, 6.4280, -25.9118
1.1228, 6.4337, -26.5549
1.3947, 6.4335, -27.1323
1.6924, 6.4298, -27.6428
2.0130, 6.4303, -28.0876
2.3547, 6.4494, -28.4737
2.7140, 6.4839, -28.8093
3.0862, 6.5283, -29.0932
3.4690, 6.5757, -29.3208
3.8606, 6.6236, -29.4880
4.2622, 6.6775, -29.5924
4.6772, 6.7430, -29.6334
5.1111, 6.8391, -29.6110
5.5749, 6.9680, -29.5276
6.0703, 7.0975, -29.3878
6.5951, 7.2024, -29.1976
7.1481, 7.2727, -28.9622
7.7187, 7.3235, -28.6862
8.2993, 7.3369, -28.3698
8.8869, 7.3073, -28.0082
9.4792, 7.2555, -27.5985
10.0744, 7.1926, -27.1383
10.6714, 7.1161, -26.6288
11.2667, 7.0120, -26.0712
11.8590, 6.8839, -25.4707
12.4448, 6.7417, -24.8350
13.0201, 6.5819, -24.1653
13.5825, 6.4057, -23.4627
14.1320, 6.2054, -22.7291
