x, y, z
  0.0192,  -1.0050,   0.0425
  0.0188,  -1.0053,   0.0466
  0.0142,  -1.0048,   0.0446
  0.0121,  -1.0048,   0.0459
  0.0087,  -1.0052,   0.0441
  0.0052,  -1.0044,   0.0428
  0.0063,  -1.0054,   0.0431
  0.0010,  -1.0044,   0.0366
  0.0009,  -1.0052,   0.0316
  0.0077,  -1.0061,   0.0309
  0.0084,  -1.0059,   0.0347
  0.0096,  -1.0049,   0.0400
  0.0131,  -1.0039,   0.0482
  0.0146,  -1.0047,   0.0479
  0.0153,  -1.0048,   0.0448
  0.0164,  -1.0047,   0.0450
  0.0175,  -1.0050,   0.0458
  0.0166,  -1.0047,   0.0443
  0.0155,  -1.0048,   0.0437
  0.0128,  -1.0042,   0.0419
  0.0138,  -1.0045,   0.0371
  0.0155,  -1.0052,   0.0341
  0.0137,  -1.0052,   0.0336
  0.0093,  -1.0053,   0.0304
  0.0094,  -1.0063,   0.0267
  0.0129,  -1.0054,   0.0305
  0.0129,  -1.0054,   0.0377
  0.0118,  -1.0053,   0.0417
  0.0129,  -1.0047,   0.0432
  0.0117,  -1.0047,   0.0475
  0.0144,  -1.0036,   0.0526
  0.0187,  -1.0047,   0.0557
  0.0164,  -1.0038,   0.0564
  0.0148,  -1.0043,   0.0552
  0.0117,  -1.0044,   0.0501
  0.0087,  -1.0047,   0.0360
  0.0046,  -1.0055,   0.0231
  0.0067,  -1.0067,   0.0156
  0.0072,  -1.0091,   0.0156
  0.0061,  -1.0059,   0.0195
  0.0079,  -1.0067,   0.0280
  0.0151,  -1.0059,   0.0403
  0.0219,  -1.0048,   0.0487
  0.0225,  -1.0036,   0.0522
  0.0199,  -1.0031,   0.0554
  0.0208,  -1.0039,   0.0547
  0.0151,  -1.0037,   0.0485
  0.0136,  -1.0045,   0.0383
  0.0100,  -1.0052,   0.0333
  0.0085,  -1.0056,   0.0303
  0.0095,  -1.0059,   0.0270
  0.0056,  -1.0064,   0.0297
  0.0063,  -1.0055,   0.0337
  0.0094,  -1.0053,   0.0393
  0.0092,  -1.0050,   0.0415
  0.0103,  -1.0052,   0.0447
  0.0116,  -1.0037,   0.0481
  0.0114,  -1.0039,   0.0498
  0.0088,  -1.0047,   0.0441
  0.0088,  -1.0045,   0.0397
  0.0098,  -1.0049,   0.0372
  0.0142,  -1.0042,   0.0356
  0.0178,  -1.0048,   0.0393
