x, y, z
 -0.2489,  -0.4368,   0.8164
 -0.2775,  -0.4328,   0.8162
 -0.2793,  -0.4417,   0.8007
 -0.2863,  -0.4452,   0.7851
 -0.2798,  -0.4441,   0.7733
 -0.2731,  -0.4600,   0.7614
 -0.2767,  -0.4672,   0.7639
 -0.2955,  -0.4735,   0.7771
 -0.3029,  -0.4799,   0.7925
 -0.2997,  -0.4885,   0.7968
 -0.3086,  -0.4998,   0.7921
 -0.2968,  -0.5042,   0.7846
 -0.2933,  -0.5180,   0.7794
 -0.2842,  -0.5219,   0.7909
 -0.2782,  -0.5324,   0.8194
 -0.2701,  -0.5248,   0.8681
 -0.2638,  -0.5264,   0.9146
 -0.2683,  -0.5338,   0.9455
 -0.2610,  -0.5368,   0.9602
 -0.2380,  -0.5388,   0.9525
 -0.2053,  -0.5525,   0.9281
 -0.1747,  -0.5669,   0.9106
 -0.1682,  -0.5729,   0.9070
 -0.1657,  -0.5878,   0.9176
 -0.1635,  -0.5883,   0.9486
 -0.1290,  -0.5842,   0.9721
 -0.1127,  -0.6008,   0.9816
 -0.0798,  -0.6118,   0.9961
 -0.0586,  -0.6106,   1.0143
 -0.0519,  -0.6206,   1.0288
 -0.0413,  -0.6240,   1.0295
 -0.0227,  -0.6292,   1.0187
 -0.0072,  -0.6411,   0.9982
 -0.0101,  -0.6414,   0.9883
 -0.0107,  -0.6369,   0.9785
 -0.0051,  -0.6405,   0.9600
 -0.0054,  -0.6465,   0.9481
 -0.0287,  -0.6536,   0.9369
 -0.0426,  -0.6692,   0.9340
 -0.0501,  -0.6670,   0.9384
 -0.0413,  -0.6714,   0.9351
 -0.0123,  -0.6749,   0.9292
  0.0370,  -0.6675,   0.9207
  0.1028,  -0.6695,   0.9062
  0.1682,  -0.6769,   0.8946
  0.2178,  -0.6922,   0.9081
  0.2450,  -0.6917,   0.9401
  0.2448,  -0.6922,   0.9722
  0.2294,  -0.6920,   0.9962
  0.2300,  -0.6894,   1.0071
  0.2315,  -0.6853,   1.0033
  0.2290,  -0.6890,   0.9782
  0.2295,  -0.7002,   0.9474
  0.2257,  -0.7060,   0.9204
  0.2310,  -0.7183,   0.9033
  0.2316,  -0.7160,   0.8933
  0.2258,  -0.7208,   0.8808
  0.2006,  -0.7295,   0.8656
  0.1801,  -0.7295,   0.8404
  0.1641,  -0.7429,   0.8046
  0.1484,  -0.7404,   0.7716
  0.1417,  -0.7421,   0.7443
  0.1438,  -0.7416,   0.7102
  0.1448,  -0.7427,   0.6876
  0.1697,  -0.7458,   0.6691
  0.1954,  -0.7442,   0.6444
  0.1798,  -0.7654,   0.6356
  0.1677,  -0.7526,   0.6442
  0.1628,  -0.7454,   0.6469
  0.1419,  -0.7523,   0.6398
  0.1323,  -0.7542,   0.6373
  0.1185,  -0.7454,   0.6541
  0.1007,  -0.7309,   0.6658
  0.0894,  -0.7289,   0.6521
  0.0953,  -0.7271,   0.6145
  0.1223,  -0.7313,   0.5613
  0.1377,  -0.7405,   0.5108
  0.1449,  -0.7453,   0.4935
  0.1288,  -0.7388,   0.5004
  0.0989,  -0.7254,   0.5110
  0.0945,  -0.7188,   0.5111
  0.1143,  -0.7188,   0.4929
  0.1320,  -0.7130,   0.4673
  0.1808,  -0.7116,   0.4336
  0.2014,  -0.7176,   0.4093
  0.2138,  -0.7141,   0.4078
  0.1862,  -0.7222,   0.4129
  0.1417,  -0.7172,   0.4281
  0.1033,  -0.7047,   0.4381
  0.0584,  -0.7049,   0.4389
  0.0049,  -0.6918,   0.4490
 -0.0327,  -0.6831,   0.4508
 -0.0730,  -0.6933,   0.4447
 -0.0848,  -0.6975,   0.4374
 -0.0988,  -0.7018,   0.4157
 -0.1179,  -0.7199,   0.3955
 -0.1635,  -0.7310,   0.3992
 -0.2030,  -0.7285,   0.4174
 -0.2412,  -0.7333,   0.4375
 -0.2692,  -0.7338,   0.4619
 -0.2935,  -0.7340,   0.4849
 -0.3027,  -0.7422,   0.5083
 -0.3024,  -0.7499,   0.5205
 -0.3131,  -0.7626,   0.5200
 -0.2976,  -0.7694,   0.5152
 -0.2760,  -0.7769,   0.5114
 -0.2626,  -0.7810,   0.5066
 -0.2564,  -0.7892,   0.4990
 -0.2472,  -0.8040,   0.4911
 -0.2326,  -0.8070,   0.4882
 -0.2128,  -0.8172,   0.4883
 -0.1846,  -0.8212,   0.4920
 -0.1731,  -0.8340,   0.5017
 -0.1697,  -0.8365,   0.5227
 -0.1592,  -0.8361,   0.5409
 -0.1552,  -0.8583,   0.5586
 -0.1751,  -0.8592,   0.5816
 -0.1953,  -0.8647,   0.5934
 -0.2405,  -0.8731,   0.5720
 -0.2283,  -0.8798,   0.5497
 -0.2258,  -0.8874,   0.5238
 -0.2181,  -0.8925,   0.5253
 -0.2161,  -0.8925,   0.5165
 -0.2175,  -0.9030,   0.5020
 -0.2308,  -0.9022,   0.5027
 -0.2332,  -0.9009,   0.5165
 -0.2406,  -0.9002,   0.5287
 -0.2496,  -0.9054,   0.5496
 -0.2477,  -0.8971,   0.5603
 -0.2400,  -0.9051,   0.5481
 -0.2319,  -0.9098,   0.5348
 -0.2266,  -0.9086,   0.5246
 -0.2297,  -0.9168,   0.5183
 -0.2307,  -0.9213,   0.5243
 -0.2183,  -0.9199,   0.5396
 -0.2185,  -0.9145,   0.5630
 -0.2108,  -0.9073,   0.5808
 -0.2009,  -0.9004,   0.5965
 -0.1840,  -0.8886,   0.6072
 -0.1616,  -0.8821,   0.6087
 -0.1577,  -0.8854,   0.6142
 -0.1609,  -0.8791,   0.6305
 -0.1666,  -0.8753,   0.6436
 -0.1650,  -0.8694,   0.6456
 -0.1536,  -0.8631,   0.6398
 -0.1303,  -0.8621,   0.6270
 -0.1179,  -0.8617,   0.6143
 -0.1130,  -0.8600,   0.6193
 -0.1055,  -0.8533,   0.6250
 -0.1067,  -0.8557,   0.6124
 -0.1105,  -0.8648,   0.5857
 -0.1051,  -0.8700,   0.5574
 -0.0947,  -0.8741,   0.5282
 -0.0834,  -0.8789,   0.5101
 -0.0873,  -0.8756,   0.5121
 -0.0966,  -0.8709,   0.5225
 -0.1040,  -0.8683,   0.5233
 -0.0939,  -0.8676,   0.5133
 -0.0751,  -0.8690,   0.4970
 -0.0636,  -0.8723,   0.4857
 -0.0571,  -0.8705,   0.4757
 -0.0544,  -0.8753,   0.4566
 -0.0405,  -0.8845,   0.4367
 -0.0298,  -0.8870,   0.4238
 -0.0237,  -0.8864,   0.4214
 -0.0350,  -0.8820,   0.4337
 -0.0491,  -0.8705,   0.4618
 -0.0601,  -0.8629,   0.4879
 -0.0564,  -0.8560,   0.5023
 -0.0514,  -0.8571,   0.5103
 -0.0448,  -0.8590,   0.5228
 -0.0408,  -0.8523,   0.5366
 -0.0524,  -0.8571,   0.5399
